#tcid basin year tc month timestep lon lat vmax pmin rmw r18
3430 SI 0 0 1 0 76.0897 -18.5422 34.25 979.46 22.9 92.2
3430 SI 0 0 1 1 75.806 -18.8588 33.54 980.32 23.7 93.1
3430 SI 0 0 1 2 75.53 -19.1376 32.86 981.46 24.5 93.9
3430 SI 0 0 1 3 75.37 -19.5239 32.21 982.51 25.3 94.8
3430 SI 0 0 1 4 75.2702 -19.9329 31.58 983.55 26.0 95.6
3430 SI 0 0 1 5 75.1865 -20.3131 30.98 984.26 26.8 96.5
3430 SI 0 0 1 6 75.1105 -20.6783 30.4 985.24 27.6 97.3
3430 SI 0 0 1 7 75.0094 -21.041 29.84 986.19 28.4 98.2
3430 SI 0 0 1 8 74.9008 -21.3736 29.3 986.81 29.2 99.0
3430 SI 0 0 1 9 74.7884 -21.6688 28.78 987.68 30.0 99.9
3430 SI 0 0 1 10 74.691 -21.919 28.27 988.58 30.7 100.7
3430 SI 0 0 1 11 74.5949 -22.1241 27.79 989.14 31.5 101.6
3430 SI 0 0 1 12 74.5813 -22.3143 27.32 989.68 32.3 102.4
3430 SI 0 0 1 13 74.7362 -22.5746 26.87 990.5 33.1 103.3
3430 SI 0 0 1 14 74.9215 -22.7597 26.43 991.04 33.9 104.1
3430 SI 0 0 1 15 74.9705 -22.7298 26.01 991.56 34.6 105.0
3430 SI 0 0 1 16 75.0118 -22.655 25.59 992.08 35.4 105.9
3430 SI 0 0 1 17 75.097 -22.6938 25.2 992.55 36.2 106.7
3430 SI 0 0 1 18 75.3021 -22.8004 24.81 993.06 37.0 105.1
3430 SI 0 0 1 19 75.7363 -22.8872 24.44 994.0 37.0 100.5
3430 SI 0 0 1 20 76.1923 -23.1457 24.07 994.58 37.0 96.1
3430 SI 0 0 1 21 76.4943 -23.7858 23.72 995.37 37.0 91.9
3430 SI 0 0 1 22 76.6326 -24.4411 23.38 996.41 37.0 88.0
3430 SI 0 0 1 23 76.5806 -24.7462 23.05 996.87 37.0 84.3
3430 SI 0 0 1 24 76.4228 -24.8864 22.72 997.65 37.0 80.8
3430 SI 0 0 1 25 76.2704 -24.9541 22.41 998.07 37.0 77.5
3430 SI 0 0 1 26 76.1774 -25.0889 22.1 998.51 37.0 74.4
3430 SI 0 0 1 27 76.1829 -25.4419 21.81 999.19 37.0 71.4
3430 SI 0 0 1 28 76.1334 -25.8971 21.52 999.84 37.0 68.6
3430 SI 0 0 1 29 75.8437 -26.3647 21.23 1000.12 37.0 66.0
3430 SI 0 0 1 30 75.5436 -26.8224 20.96 1000.73 37.0 63.5
3430 SI 0 0 1 31 75.1237 -27.1254 20.69 1001.31 37.0 61.1
3430 SI 0 0 1 32 74.7339 -27.3678 20.43 1001.59 37.0 58.8
3430 SI 0 0 1 33 74.5412 -27.6028 20.18 1002.21 37.0 56.6
3430 SI 0 0 1 34 74.4242 -27.9131 19.93 1002.79 37.0 54.6
3430 SI 0 0 1 35 74.2546 -28.4433 19.69 1003.26 37.0 52.6
3430 SI 0 0 1 36 74.1144 -28.9585 19.45 1003.75 37.0 50.7
3430 SI 0 0 1 37 74.0519 -29.2561 19.22 1004.02 37.0 49.0
3430 SI 0 0 1 38 74.0047 -29.4038 18.99 1004.56 37.0 47.3
3430 SI 0 0 1 39 73.8698 -29.3965 18.77 1004.81 37.0 45.6
3430 SI 0 0 1 40 73.795 -29.4492 18.56 1005.1 37.0 44.1
3430 SI 0 0 1 41 73.8876 -29.7968 18.35 1005.38 37.0 42.6
3430 SI 0 0 1 42 74.0852 -30.2945 18.14 1005.81 37.0 41.2
3430 SI 0 0 1 43 74.3522 -30.8399 17.94 1006.2 37.0 39.8
