#tcid basin year tc month timestep lon lat vmax pmin rmw r18
3338 NI 50 0 11 0 80.8645 15.2773 72.24 906.97 19.0 319.9
3338 NI 50 0 11 1 80.578 15.4208 67.5 916.8 22.2 282.7
3338 NI 50 0 11 2 80.2549 15.5762 63.34 925.41 25.5 245.4
3338 NI 50 0 11 3 79.8835 15.7205 59.67 933.02 28.8 208.1
3338 NI 50 0 11 4 79.3311 15.9108 56.4 940.38 32.0 170.9
3338 NI 50 0 11 5 78.5938 16.1114 34.64 974.72 35.3 133.6
3338 NI 50 0 11 6 77.9657 16.324 24.99 988.49 38.5 96.3
3338 NI 50 0 11 7 77.6983 16.373 19.55 996.3 38.5 51.2
3339 NI 51 0 12 0 84.0669 11.2926 79.6 899.51 34.9 600.0
3339 NI 51 0 12 1 83.4426 11.599 77.2 905.73 36.4 547.8
3339 NI 51 0 12 2 82.7689 11.8815 74.95 911.88 37.8 495.6
3339 NI 51 0 12 3 82.0239 11.9979 72.82 917.53 39.3 443.4
3339 NI 51 0 12 4 81.2251 11.9951 70.81 923.03 40.7 391.2
3339 NI 51 0 12 5 80.4069 11.9008 68.91 928.22 42.2 339.0
3339 NI 51 0 12 6 79.579 11.7238 67.11 933.47 43.6 286.7
3339 NI 51 0 12 7 78.7587 11.4939 65.4 938.61 45.1 234.5
3339 NI 51 0 12 8 77.9472 11.2309 29.03 996.25 46.5 182.3
3339 NI 51 0 12 9 77.1629 10.9796 18.66 1012.82 46.5 59.4
3340 NI 52 0 11 0 79.8399 11.4676 73.57 925.37 39.5 326.7
3340 NI 52 0 11 1 79.2672 11.345 67.03 938.6 42.7 298.4
3340 NI 52 0 11 2 78.582 11.205 61.55 949.74 45.9 270.2
3340 NI 52 0 11 3 78.301 11.2425 42.99 980.32 49.1 241.9
3340 NI 52 0 11 4 78.076 11.3603 33.03 995.38 52.3 213.6
3340 NI 52 0 11 5 77.7036 11.4343 26.82 1004.48 55.5 185.3
3340 NI 52 0 11 6 77.2063 11.4498 22.57 1012.13 55.5 131.2
3340 NI 52 0 11 7 76.8775 11.4985 19.49 1017.36 55.5 79.8
3341 NI 52 1 5 0 69.2555 16.6502 72.74 921.51 42.2 442.6
3341 NI 52 1 5 1 69.1487 16.6753 71.26 924.43 42.7 437.3
3341 NI 52 1 5 2 69.0944 16.708 69.85 927.21 43.2 432.0
3341 NI 52 1 5 3 68.7676 16.7332 68.49 929.91 43.7 426.7
3341 NI 52 1 5 4 68.4333 16.7658 67.18 932.44 44.2 421.4
3341 NI 52 1 5 5 68.5815 16.8235 65.92 934.86 44.7 416.1
3341 NI 52 1 5 6 68.4721 16.8736 64.7 937.17 45.2 410.8
3341 NI 52 1 5 7 68.3553 16.8888 63.53 939.45 45.8 405.5
3341 NI 52 1 5 8 68.011 16.9815 62.41 941.57 46.3 400.3
3341 NI 52 1 5 9 68.2154 16.8641 61.32 943.65 46.8 395.0
3341 NI 52 1 5 10 68.1999 16.8393 60.27 945.63 47.3 389.7
3341 NI 52 1 5 11 67.9518 16.8069 59.25 947.53 47.8 384.4
3341 NI 52 1 5 12 67.9387 17.0471 58.27 949.31 48.3 379.1
3341 NI 52 1 5 13 67.8657 17.0822 57.32 951.12 48.8 373.8
3341 NI 52 1 5 14 67.7776 17.1549 56.4 952.68 49.3 368.5
3341 NI 52 1 5 15 67.722 17.2513 55.51 954.3 49.8 363.3
3341 NI 52 1 5 16 67.6665 17.3627 54.64 955.86 50.3 358.0
3341 NI 52 1 5 17 67.5897 17.4703 53.81 957.37 50.8 352.7
3341 NI 52 1 5 18 67.5053 17.5705 53.0 958.82 51.3 347.4
3341 NI 52 1 5 19 67.421 17.9032 52.21 960.06 51.8 342.1
3341 NI 52 1 5 20 67.3442 17.9783 51.44 961.48 52.3 336.8
