#tcid basin year tc month timestep lon lat vmax pmin rmw r18
650 WP 0 0 9 0 142.0207 29.3849 58.14 947.24 51.6 503.7
650 WP 0 0 9 1 141.6081 29.9625 55.58 951.44 54.8 502.2
650 WP 0 0 9 2 140.9935 30.6214 53.23 955.19 58.0 500.7
650 WP 0 0 9 3 140.283 31.1232 51.08 958.51 61.1 499.3
650 WP 0 0 9 4 139.6162 31.608 49.09 961.6 64.3 497.8
650 WP 0 0 9 5 139.1595 32.0352 47.25 964.45 67.5 496.4
650 WP 0 0 9 6 138.789 32.4445 45.55 967.09 70.6 494.9
650 WP 0 0 9 7 138.3329 32.8859 43.96 969.55 73.8 493.5
650 WP 0 0 9 8 137.9867 33.306 42.48 971.91 77.0 492.0
650 WP 0 0 9 9 137.7868 33.7385 41.1 974.07 80.1 490.6
650 WP 0 0 9 10 137.6845 34.1926 39.8 976.06 83.3 489.1
650 WP 0 0 9 11 137.644 34.6039 38.58 977.79 86.5 487.7
650 WP 0 0 9 12 137.7073 35.0041 37.44 979.97 89.6 486.2
650 WP 0 0 9 13 137.8869 35.3954 36.36 983.37 92.8 484.8
650 WP 0 0 9 14 138.105 35.7656 33.77 986.88 96.0 483.3
650 WP 0 0 9 15 138.3851 36.1594 31.53 989.96 99.2 481.9
650 WP 0 0 9 16 138.7528 36.6022 29.56 992.55 102.3 480.4
650 WP 0 0 9 17 139.2117 37.1799 27.83 993.88 105.5 478.9
650 WP 0 0 9 18 139.7006 37.8137 26.28 996.03 108.7 477.5
650 WP 0 0 9 19 140.1102 38.4751 24.9 998.12 111.8 468.7
650 WP 0 0 9 20 140.5733 39.1502 23.66 1001.93 111.8 380.8
650 WP 0 0 9 21 141.2928 39.9184 22.54 1005.57 111.8 312.5
650 WP 0 0 9 22 142.0461 40.7367 21.52 1007.6 111.8 258.8
650 WP 0 0 9 23 142.8318 41.7049 20.58 1009.88 111.8 216.1
650 WP 0 0 9 24 143.7439 42.809 20.25 1010.69 111.8 202.4
651 WP 0 1 9 0 143.2649 31.394 63.83 921.81 51.1 543.9
651 WP 0 1 9 1 143.8001 31.4024 57.75 932.87 51.3 528.5
651 WP 0 1 9 2 144.2962 31.383 52.74 941.76 51.4 513.1
651 WP 0 1 9 3 144.7617 31.3496 48.52 949.08 51.5 497.8
651 WP 0 1 9 4 145.1928 31.3336 44.93 955.21 51.6 482.4
651 WP 0 1 9 5 145.6148 31.3537 41.83 960.43 51.8 467.1
651 WP 0 1 9 6 145.9981 31.4756 39.13 964.94 51.9 451.7
651 WP 0 1 9 7 146.3255 31.7679 36.76 968.76 52.0 436.3
651 WP 0 1 9 8 146.6193 32.1404 34.66 972.24 52.2 421.0
651 WP 0 1 9 9 146.9227 32.5028 32.79 975.32 52.3 405.6
651 WP 0 1 9 10 147.2073 32.8926 31.11 977.99 52.4 390.2
