#tcid basin year tc month timestep lon lat vmax pmin rmw r18
4200 SP 0 0 2 0 166.8403 -15.6192 62.62 933.18 5.2 77.5
4200 SP 0 0 2 1 167.079 -15.9037 56.02 944.25 5.5 79.8
4200 SP 0 0 2 2 167.3352 -16.2002 50.67 952.84 5.8 82.1
4200 SP 0 0 2 3 167.6132 -16.4998 50.47 953.19 6.1 84.4
4200 SP 0 0 2 4 167.953 -16.8366 50.27 953.39 6.4 86.7
4200 SP 0 0 2 5 168.3348 -17.2191 45.39 960.8 6.7 89.0
4200 SP 0 0 2 6 168.8339 -17.6725 45.22 961.07 7.0 91.3
4200 SP 0 0 2 7 169.4946 -18.2203 45.06 961.23 7.3 93.6
4200 SP 0 0 2 8 170.2657 -18.779 44.9 961.43 7.6 95.9
4200 SP 0 0 2 9 171.0496 -19.2829 44.74 961.69 7.9 98.2
4200 SP 0 0 2 10 171.8812 -19.7018 44.59 961.97 8.2 100.5
4200 SP 0 0 2 11 172.7548 -19.9991 44.43 962.27 8.5 102.8
4200 SP 0 0 2 12 173.4533 -20.25 44.28 962.42 8.8 105.1
4200 SP 0 0 2 13 173.2631 -20.6727 44.12 962.66 9.1 107.4
4200 SP 0 0 2 14 173.4971 -20.9802 43.97 962.97 9.4 109.7
4200 SP 0 0 2 15 173.8893 -21.147 43.82 963.12 9.7 112.0
4200 SP 0 0 2 16 174.341 -21.2389 43.67 963.26 10.1 114.3
4200 SP 0 0 2 17 174.8205 -21.3258 43.52 963.42 10.4 116.6
4200 SP 0 0 2 18 175.2848 -21.3976 43.37 963.78 10.7 118.9
4200 SP 0 0 2 19 175.6794 -21.4693 43.22 963.93 11.0 121.2
4200 SP 0 0 2 20 176.0286 -21.5564 43.07 964.09 11.3 123.5
4200 SP 0 0 2 21 176.373 -21.6782 42.93 964.21 11.6 125.8
4200 SP 0 0 2 22 176.6725 -21.8151 42.78 964.35 11.9 128.1
4200 SP 0 0 2 23 176.887 -21.9517 42.64 964.7 12.2 130.4
4200 SP 0 0 2 24 177.0763 -21.8938 42.49 964.86 12.5 132.6
4200 SP 0 0 2 25 177.3689 -21.8179 42.35 964.81 12.8 134.9
4200 SP 0 0 2 26 177.6934 -21.8992 42.21 965.16 13.1 137.2
4200 SP 0 0 2 27 178.1889 -22.1989 42.07 965.25 13.4 139.5
4200 SP 0 0 2 28 178.7706 -22.5579 41.93 965.56 13.7 141.8
4200 SP 0 0 2 29 179.2703 -22.8222 41.79 965.66 14.0 144.1
4200 SP 0 0 2 30 179.7144 -23.0166 41.66 966.0 14.3 146.4
4200 SP 0 0 2 31 180.2197 -23.296 41.52 966.1 14.6 148.7
4200 SP 0 0 2 32 180.723 -23.5709 41.38 966.43 14.9 151.0
4200 SP 0 0 2 33 181.2245 -23.8413 41.25 966.53 15.3 153.3
4200 SP 0 0 2 34 181.7235 -24.1069 41.11 966.87 15.6 155.6
4200 SP 0 0 2 35 182.2258 -24.3683 40.98 966.98 15.9 157.9
4200 SP 0 0 2 36 182.7268 -24.6243 40.85 967.34 16.2 160.2
4200 SP 0 0 2 37 183.2271 -24.8756 40.72 967.69 16.5 162.5
4200 SP 0 0 2 38 183.7348 -25.1215 40.59 967.8 16.8 164.8
4200 SP 0 0 2 39 184.2429 -25.3626 40.46 967.9 17.1 167.1
4200 SP 0 0 2 40 184.7516 -25.5973 40.33 968.25 17.4 169.4
4200 SP 0 0 2 41 185.2608 -25.827 40.2 968.34 17.7 171.7
4200 SP 0 0 2 42 185.7708 -26.0499 40.07 968.69 18.0 174.0
4200 SP 0 0 2 43 186.2953 -26.268 39.95 968.78 18.3 176.3
4200 SP 0 0 2 44 186.8214 -26.4791 39.82 969.12 18.6 178.6
4200 SP 0 0 2 45 187.3493 -26.6851 39.7 969.21 18.9 180.9
