#tcid basin year tc month timestep lon lat vmax pmin rmw r18
2326 EP 0 0 9 0 -133.5838 15.4381 60.63 950.86 30.8 141.7
2326 EP 0 0 9 1 -134.0511 15.4805 50.52 967.13 38.0 160.5
2326 EP 0 0 9 2 -134.5184 15.5531 43.29 977.77 45.2 179.3
2326 EP 0 0 9 3 -134.9931 15.653 37.88 985.37 52.3 198.1
2326 EP 0 0 9 4 -135.4529 15.7681 33.66 990.72 59.5 216.9
2326 EP 0 0 9 5 -135.8852 15.868 30.3 994.73 66.7 235.8
2326 EP 0 0 9 6 -136.2874 15.9831 27.54 997.79 73.9 254.6
2326 EP 0 0 9 7 -136.6547 16.1405 25.24 1000.41 81.0 273.4
2326 EP 0 0 9 8 -137.0219 16.298 23.3 1004.52 81.0 215.1
2326 EP 0 0 9 9 -137.4393 16.4056 21.64 1007.98 81.0 167.0
2326 EP 0 0 9 10 -137.8565 16.513 20.19 1010.76 81.0 132.0
2326 EP 0 0 9 11 -138.2238 16.6705 18.93 1013.27 81.0 105.9
2326 EP 0 0 9 12 -138.591 16.828 17.82 1015.13 81.0 86.1
2327 EP 0 1 7 0 -121.4116 16.5296 47.37 953.8 44.1 245.0
2327 EP 0 1 7 1 -121.8057 16.381 45.33 957.16 45.3 240.1
2327 EP 0 1 7 2 -122.2448 16.2325 43.46 960.22 46.5 235.2
2327 EP 0 1 7 3 -122.6964 16.0838 41.74 962.82 47.7 230.3
2327 EP 0 1 7 4 -123.178 15.9354 40.15 965.39 48.9 225.4
2327 EP 0 1 7 5 -123.702 15.7943 38.67 967.75 50.1 220.4
2327 EP 0 1 7 6 -124.2112 15.6382 37.3 969.94 51.3 215.5
2327 EP 0 1 7 7 -124.6427 15.447 36.03 971.78 52.5 210.6
2327 EP 0 1 7 8 -125.0443 15.2411 34.84 973.63 53.7 205.7
2327 EP 0 1 7 9 -125.4534 15.035 33.72 975.23 54.9 200.8
2327 EP 0 1 7 10 -125.8775 14.844 32.68 976.89 56.1 195.9
2327 EP 0 1 7 11 -126.3367 14.6654 31.69 978.44 57.3 190.9
2327 EP 0 1 7 12 -126.8107 14.5469 30.77 979.72 58.5 186.0
2327 EP 0 1 7 13 -127.2846 14.5258 29.89 981.06 59.7 181.1
2327 EP 0 1 7 14 -127.7438 14.5498 29.07 982.32 60.9 176.2
2327 EP 0 1 7 15 -128.1605 14.5511 28.29 983.52 62.1 171.3
2327 EP 0 1 7 16 -128.577 14.5526 27.55 984.63 63.3 166.3
2327 EP 0 1 7 17 -129.0062 14.5538 26.85 985.71 64.5 161.4
2327 EP 0 1 7 18 -129.5102 14.5555 26.18 986.75 65.7 156.5
2327 EP 0 1 7 19 -130.1542 14.5571 25.54 987.77 66.9 151.6
2327 EP 0 1 7 20 -130.8433 14.5584 24.94 988.73 68.1 145.9
2327 EP 0 1 7 21 -131.46 14.5596 24.36 989.7 68.1 138.8
2327 EP 0 1 7 22 -132.0765 14.5613 23.81 990.63 68.1 132.1
2327 EP 0 1 7 23 -132.7433 14.5477 23.29 991.55 68.1 125.9
2327 EP 0 1 7 24 -133.4097 14.5642 22.78 992.37 68.1 120.1
2327 EP 0 1 7 25 -134.0336 14.6654 22.3 993.37 68.1 114.7
2327 EP 0 1 7 26 -134.6428 14.767 21.84 994.12 68.1 109.7
2327 EP 0 1 7 27 -135.2597 14.7758 21.39 994.84 68.1 104.9
2327 EP 0 1 7 28 -135.876 14.7699 20.97 995.52 68.1 100.5
2327 EP 0 1 7 29 -136.4699 14.8435 20.56 996.15 68.1 96.3
2327 EP 0 1 7 30 -137.1091 14.8728 20.17 996.77 68.1 92.4
2327 EP 0 1 7 31 -137.8461 14.7675 19.79 997.43 68.1 88.7
2327 EP 0 1 7 32 -138.6423 14.5757 19.42 997.82 68.1 85.2
2327 EP 0 1 7 33 -139.3339 14.5271 19.07 998.37 68.1 82.0
2327 EP 0 1 7 34 -140.0191 14.4784 18.73 998.9 68.1 78.9
2327 EP 0 1 7 35 -140.698 14.4295 18.4 999.43 68.1 75.9
2327 EP 0 1 7 36 -141.3707 14.3804 18.09 999.92 68.1 73.1
2327 EP 0 1 7 37 -142.0377 14.3309 17.78 1000.39 68.1 70.5
2328 EP 0 2 12 0 140.7572 12.3787 36.07 972.0 50.1 287.3
2328 EP 0 2 12 1 140.4061 12.5312 35.1 973.58 51.3 278.1
2328 EP 0 2 12 2 140.0659 12.6883 34.19 975.29 52.5 268.9
2328 EP 0 2 12 3 139.6903 12.8466 33.33 976.71 53.8 259.7
2328 EP 0 2 12 4 139.2889 12.9837 32.5 978.07 55.0 250.6
2328 EP 0 2 12 5 138.865 13.0723 31.72 979.39 56.2 241.4
2328 EP 0 2 12 6 138.4262 13.1504 30.98 980.86 57.5 232.2
2328 EP 0 2 12 7 137.9748 13.2516 30.26 982.07 58.7 223.0
2328 EP 0 2 12 8 137.5492 13.3743 29.58 983.22 59.9 213.8
2328 EP 0 2 12 9 137.1799 13.514 28.93 984.33 61.2 204.6
2328 EP 0 2 12 10 136.8579 13.6839 28.31 985.61 62.4 195.4
2328 EP 0 2 12 11 136.5754 13.8882 27.72 986.62 63.6 186.2
2328 EP 0 2 12 12 136.2952 14.1078 27.15 987.59 64.8 177.0
2328 EP 0 2 12 13 135.9503 14.3201 26.6 988.77 66.1 167.9
2328 EP 0 2 12 14 135.6182 14.5174 26.07 989.68 67.3 158.7
2328 EP 0 2 12 15 135.356 14.6867 25.56 990.84 68.5 149.5
2328 EP 0 2 12 16 135.1412 14.8412 25.08 991.69 69.8 140.3
2328 EP 0 2 12 17 134.9416 15.0014 24.61 992.37 69.8 136.0
2328 EP 0 2 12 18 134.7784 15.1508 24.16 993.35 69.8 131.2
2328 EP 0 2 12 19 134.6421 15.2878 23.72 994.0 69.8 126.6
2328 EP 0 2 12 20 134.5443 15.4033 23.3 994.62 69.8 122.2
2328 EP 0 2 12 21 134.4915 15.4952 22.9 995.23 69.8 118.1
2328 EP 0 2 12 22 134.4387 15.57 22.51 995.81 69.8 114.2
2328 EP 0 2 12 23 134.3302 15.6488 22.13 996.68 69.8 110.5
2328 EP 0 2 12 24 134.2046 15.7082 21.76 997.22 69.8 106.9
2328 EP 0 2 12 25 134.0989 15.7348 21.41 997.74 69.8 103.5
2328 EP 0 2 12 26 133.9847 15.7464 21.07 998.25 69.8 100.3
2328 EP 0 2 12 27 133.853 15.7644 20.73 998.76 69.8 97.3
2328 EP 0 2 12 28 133.7066 15.7655 20.41 999.23 69.8 94.3
2328 EP 0 2 12 29 133.4987 15.7593 20.1 999.69 69.8 91.5
2328 EP 0 2 12 30 133.3277 15.7566 19.8 1000.15 69.8 88.8
2328 EP 0 2 12 31 133.2819 15.7772 19.51 1000.57 69.8 86.3
2328 EP 0 2 12 32 133.2727 15.8418 19.22 1000.97 69.8 83.8
2328 EP 0 2 12 33 133.2295 15.8916 18.95 1001.35 69.8 81.5
2328 EP 0 2 12 34 133.1481 16.0598 18.68 1001.7 69.8 79.2
2328 EP 0 2 12 35 133.076 16.3208 18.42 1002.33 69.8 77.1
2328 EP 0 2 12 36 133.0354 16.6801 18.16 1002.96 69.8 75.0
2328 EP 0 2 12 37 133.1613 17.3278 17.91 1003.52 69.8 73.0
2328 EP 0 2 12 38 133.3227 17.6754 17.67 1004.16 69.8 71.1
2329 EP 0 3 6 0 -120.9338 15.7984 41.3 965.91 39.9 197.1
2329 EP 0 3 6 1 -121.2646 15.8298 39.12 969.13 39.4 198.3
2329 EP 0 3 6 2 -121.6104 15.9213 37.16 971.88 38.9 199.5
2329 EP 0 3 6 3 -121.9413 16.0601 35.39 974.39 38.4 200.8
2329 EP 0 3 6 4 -122.287 16.2442 33.77 976.83 38.0 202.0
2329 EP 0 3 6 5 -122.6604 16.4556 32.3 978.84 37.5 203.3
2329 EP 0 3 6 6 -123.0637 16.6671 30.95 980.79 37.0 204.5
2329 EP 0 3 6 7 -123.4946 16.8285 29.71 982.46 36.5 205.7
2329 EP 0 3 6 8 -123.9403 16.99 28.57 983.98 36.0 207.0
2329 EP 0 3 6 9 -124.3861 17.2014 27.51 985.59 35.6 208.2
2329 EP 0 3 6 10 -124.8169 17.4129 26.52 986.86 35.1 209.4
2329 EP 0 3 6 11 -125.2278 17.5893 25.61 988.04 34.6 210.7
2329 EP 0 3 6 12 -125.5935 17.7358 24.75 989.6 34.1 201.3
2329 EP 0 3 6 13 -125.9044 17.8547 23.95 991.58 34.1 170.1
2329 EP 0 3 6 14 -126.1701 17.9587 23.2 993.33 34.1 144.6
2329 EP 0 3 6 15 -126.431 18.0626 22.5 994.8 34.1 123.4
2329 EP 0 3 6 16 -126.6468 18.1816 21.83 996.43 34.1 105.9
2329 EP 0 3 6 17 -126.8151 18.358 21.21 997.58 34.1 91.3
